Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Filho, N.H., Machado, W.L., Damásioc, B.F.","55622771000; 55622456900; 55042129600","Effects of statistical models and items diffi culties on making trait-level inferences: A simulation study",2014,"Psicologia: Reflexao e Critica",27,"4",,670,678,,1,10.1590/1678-7153.201427407,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84920266236&partnerID=40&md5=7cf5c7abb96f997f09465e98db90b658",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84920266236
"Figueroa, A., Göttsche, M.","57219759295; 36683875600","Gaussian processes for surrogate modeling of discharged fuel nuclide compositions",2021,"Annals of Nuclear Energy",156,"", 108085,,,,,10.1016/j.anucene.2020.108085,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102359855&partnerID=40&md5=2633841f102e619a0ba5eb3698fe0709",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85102359855
"Fienberg, S.E., Tanur, J.M.","7004411535; 6507339708","Combining cognitive and statistical approaches to survey design",1989,"Science",243,"4894",,1017,1022,,24,10.1126/science.243.4894.1017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0039184776&partnerID=40&md5=463fab7703dc347a692bd526ea4909b0",Review,Final,"",Scopus,2-s2.0-0039184776
"Fiedler, K., Kutzner, F., Vogel, T.","7102213565; 24765143500; 24765507400","Pseudocontingencies: Logically Unwarranted but Smart Inferences",2013,"Current Directions in Psychological Science",22,"4",,324,329,,22,10.1177/0963721413480171,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881165668&partnerID=40&md5=2f85e9909b5de8d3b5234db2438588d3",Article,Final,"",Scopus,2-s2.0-84881165668
"Fiedler, K., Kutzner, F., Krueger, J.I.","7102213565; 24765143500; 7201666856","The Long Way From α-Error Control to Validity Proper: Problems With a Short-Sighted False-Positive Debate",2012,"Perspectives on Psychological Science",7,"6",,661,669,,112,10.1177/1745691612462587,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869008378&partnerID=40&md5=79cfa4ab96dc2cafde24e1e25c528569",Article,Final,"",Scopus,2-s2.0-84869008378
"Fiedler, K., Freytag, P., Meiser, T.","7102213565; 6603999561; 6603944175","Pseudocontingencies: An Integrative Account of an Intriguing Cognitive Illusion",2009,"Psychological Review",116,"1",,187,206,,46,10.1037/a0014480,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60749124213&partnerID=40&md5=ca76abbfe970d9a74bde98f991c11fa0",Article,Final,"All Open Access, Green",Scopus,2-s2.0-60749124213
"Fiecas, M., Cribben, I., Bahktiari, R., Cummine, J.","36016458100; 55221823100; 26031259400; 14324547700","A variance components model for statistical inference on functional connectivity networks",2017,"NeuroImage",149,"",,256,266,,9,10.1016/j.neuroimage.2017.01.051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012195407&partnerID=40&md5=952191e20302741bb15cebcd44f2a08b",Article,Final,"",Scopus,2-s2.0-85012195407
"Fidler, F., Geoff, C., Mark, B., Neil, T.","7003384925; 6503857103; 7005209759; 6603563105","Statistical reform in medicine, psychology and ecology",2004,"Journal of Socio-Economics",33,"5",,615,630,,64,10.1016/j.socec.2004.09.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-10144257867&partnerID=40&md5=268232a49c62a654d6c71573efd532b6",Article,Final,"",Scopus,2-s2.0-10144257867
"Fetsch, C.R., Pouget, A., Deangelis, G.C., Angelaki, D.E.","12240896000; 7003872698; 54790554800; 7006260874","Neural correlates of reliability-based cue weighting during multisensory integration",2012,"Nature Neuroscience",15,"1",,146,154,,235,10.1038/nn.2983,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84655167229&partnerID=40&md5=4fdec0ea77b3b1ea1f43e55b58d96c1b",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84655167229
"Ferstl, E.C.","57204244352","Inferences during text comprehension: What neuroscience can (or cannot) contribute",2015,"Writing Religion: The Case for the Critical Study of Religions",,"",,230,259,,6,10.1017/9781107279186.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84953851468&partnerID=40&md5=a6681ae028eac46883a0d58eb19089f4",Book Chapter,Final,"",Scopus,2-s2.0-84953851468
"Ferson, W.","6603889672","Market efficiency and forecasting",2007,"Forecasting Expected Returns in the Financial Markets",,"",,1,15,,3,10.1016/B978-075068321-0.50002-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882479143&partnerID=40&md5=4a8cdcfe090ee691dfd03b30df971bdf",Book Chapter,Final,"",Scopus,2-s2.0-84882479143
"Ferron, J.M., Bell, B.A., Hess, M.R., Rendina-Gobioff, G., Hibbard, S.T.","7005599089; 16229685400; 15759622500; 6507342578; 26635277200","Making treatment effect inferences from multiple-baseline data: The utility of multilevel modeling approaches",2009,"Behavior Research Methods",41,"2",,372,384,,103,10.3758/BRM.41.2.372,"https://www.scopus.com/inward/record.url?eid=2-s2.0-66149144783&partnerID=40&md5=8ce7365a1d53d31bdab0e4cb28b4b1cc",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-66149144783
"Ferrer-Rosell, B., Coenders, G., Martínez-Garcia, E.","53463593400; 6505861329; 24067504300","Segmentation by tourist expenditure composition: An approach with compositional data analysis and latent classes",2016,"Tourism Analysis",21,"6",,589,602,,22,10.3727/108354216X14713487283075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997047863&partnerID=40&md5=4678d9f8750f388e3627eda54af26cd9",Article,Final,"",Scopus,2-s2.0-84997047863
"Ferreira, A.L.","16042282300","The Simultaneity Bias of the Uncovered Interest Rate Parity: evidence using survey data for Brazil",2015,"Economics Bulletin",35,"3",,1718,1725,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109920892&partnerID=40&md5=dbbf047cb00246848dfdcf4d8a1171f2",Article,Final,"",Scopus,2-s2.0-85109920892
"Ferraro, P.J., Miranda, J.J.","7005745384; 39762571900","The performance of non-experimental designs in the evaluation of environmental programs: A design-replication study using a large-scale randomized experiment as a benchmark",2014,"Journal of Economic Behavior and Organization",107,"PA",,344,365,,40,10.1016/j.jebo.2014.03.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911161975&partnerID=40&md5=837be61325cd27a4dbac1ef789b78750",Article,Final,"",Scopus,2-s2.0-84911161975
"Ferrari, A., Comelli, M.","55833268300; 23105761100","A comparison of methods for the analysis of binomial clustered outcomes in behavioral research",2016,"Journal of Neuroscience Methods",274,"",,131,140,,14,10.1016/j.jneumeth.2016.10.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992489285&partnerID=40&md5=d0214b9ead8efd8444ffb480d958ec8b",Article,Final,"",Scopus,2-s2.0-84992489285
"Fernández-Muñiz, Z., Khaniani, H., Fernández-Martínez, J.L.","43960891600; 55037604000; 57194262090","Data kit inversion and uncertainty analysis",2019,"Journal of Applied Geophysics",161,"",,228,238,,9,10.1016/j.jappgeo.2018.12.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059739599&partnerID=40&md5=ec00bf2bfa0a73a721b94bd508536ff8",Article,Final,"",Scopus,2-s2.0-85059739599
"Fernández-García, M.P., Vallejo-Seco, G., Livácic-Rojas, P., Tuero-Herrero, E.","56040775300; 7003828867; 9276433100; 37073611100","The (Ir)responsibility of (under)estimating missing data",2018,"Frontiers in Psychology",9,"APR", 556,,,,5,10.3389/fpsyg.2018.00556,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045890091&partnerID=40&md5=114e8255286d0672a0242939dee57b00",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85045890091
"Fernández, A.I., Rodríguez-Póo, J.M., Sperlich, S.","6506039449; 6603612679; 6604005492","A note on the parametric three step estimator in structural labor supply models",2001,"Economics Letters",74,"1",,31,41,,4,10.1016/S0165-1765(01)00518-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17144453828&partnerID=40&md5=dd41dec8de82c0816ac00dab00a74473",Article,Final,"",Scopus,2-s2.0-17144453828
"Fernandes, T., Vale, A.P., Martins, B., Morais, J., Kolinsky, R.","22950432000; 36969276100; 55968480100; 35458409800; 57190358546","The deficit of letter processing in developmental dyslexia: Combining evidence from dyslexics, typical readers and illiterate adults",2014,"Developmental Science",17,"1",,125,141,,30,10.1111/desc.12102,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890469173&partnerID=40&md5=88429710c351d183cbd01174159227dd",Article,Final,"",Scopus,2-s2.0-84890469173
"Feres, M.F.N., Abreu, L.G., Insabralde, N.M., Almeida, M.R.D., Flores-Mir, C.","36639186500; 55937631400; 56453533600; 7103045782; 6602379172","Effectiveness of the open bite treatment in growing children and adolescents. A systematic review",2016,"European Journal of Orthodontics",38,"3",,237,250,,15,10.1093/ejo/cjv048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973532453&partnerID=40&md5=9aa26630094f5af54359221c49efeb50",Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84973532453
"Fennell, J., Baddeley, R.","55222122600; 7005844911","Uncertainty plus prior equals rational bias: An intuitive Bayesian probability weighting function",2012,"Psychological Review",119,"4",,878,887,,18,10.1037/a0029346,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874291670&partnerID=40&md5=796dad067ca4bf61b793f096e754c297",Article,Final,"",Scopus,2-s2.0-84874291670
"Feng, Y., Li, X.","56300456800; 57218458870","Causal estimation of COVID-19 and SARS on China's stock market: evidence from a time series counterfactual prediction",2021,"Economic Research-Ekonomska Istrazivanja",,"",,,,,2,10.1080/1331677X.2021.1910533,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104708506&partnerID=40&md5=5dfaf3a5e3c7b56f127474846abf34cf",Article,Article in Press,"All Open Access, Gold",Scopus,2-s2.0-85104708506
"Felizardo, A., Santos, E., Sousa, A., Ratten, V.","57210970037; 37089304300; 57210971695; 16307588600","The perception of middle managers on the organizational environment for the promotion of entrepreneurship and innovation activities in organizations",2021,"COVID-19 and Entrepreneurship: Challenges and Opportunities for Small Business",,"",,86,99,,,10.4324/9781003149248-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109769336&partnerID=40&md5=7024e43fd69af82dae37c681fb570583",Book Chapter,Final,"",Scopus,2-s2.0-85109769336
"Felici, M., Lucarini, V., Speranza, A., Vitolo, R.","8841629700; 9239400200; 57121328600; 18438546400","Extreme value statistics of the total energy in an intermediate-complexity model of the midlatitude atmospheric jet. Part I: Stationary case",2007,"Journal of the Atmospheric Sciences",64,"7",,2137,2158,,24,10.1175/JAS3895.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34547801151&partnerID=40&md5=f0fe31b3f37ec733a3b20ac7cdead346",Article,Final,"All Open Access, Green",Scopus,2-s2.0-34547801151
"Feldman, N.H., Griffiths, T.L., Morgan, J.L.","26428753100; 35409148500; 57201064713","The Influence of Categories on Perception: Explaining the Perceptual Magnet Effect as Optimal Statistical Inference",2009,"Psychological Review",116,"4",,752,782,,127,10.1037/a0017196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350458124&partnerID=40&md5=b08134536dde55fc9e6c7ed9f376d77a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-70350458124
"Feldman, J.","7402824370","Bayes and the Simplicity Principle in Perception",2009,"Psychological Review",116,"4",,875,887,,42,10.1037/a0017144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350443603&partnerID=40&md5=d699fe49e5e29660a6d6aaef54fe6ba1",Article,Final,"",Scopus,2-s2.0-70350443603
"Feil, E.J., Holmes, E.C., Bessen, D.E., Chan, M.-S., Day, N.P.J., Enright, M.C., Goldstein, R., Hood, D.W., Kalia, A., Moore, C.E., Zhou, J., Spratt, B.G.","7004147107; 55535773400; 7004111270; 7402598030; 36071528500; 35481958800; 36436990000; 7202870352; 7005451652; 57195934063; 16237784200; 7006187882","Recombination within natural populations of pathogenic bacteria: Short-term empirical estimates and long-term phylogenetic consequences",2001,"Proceedings of the National Academy of Sciences of the United States of America",98,"1",,182,187,,391,10.1073/pnas.98.1.182,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035793056&partnerID=40&md5=ee2e236e4ff23e80ea16ce2dc924fce2",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-0035793056
"Feher da Silva, C., Hare, T.A.","55361558800; 9039364100","Humans primarily use model-based inference in the two-stage task",2020,"Nature Human Behaviour",4,"10",,1053,1066,,17,10.1038/s41562-020-0905-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087625232&partnerID=40&md5=d1e308035a48755c9660ca7ff2c94015",Article,Final,"",Scopus,2-s2.0-85087625232
"Feess, E., Feld, J., Noy, S.","57285163500; 57130346100; 57220031981","People Judge Discrimination Against Women More Harshly Than Discrimination Against Men – Does Statistical Fairness Discrimination Explain Why?",2021,"Frontiers in Psychology",12,"", 675776,,,,,10.3389/fpsyg.2021.675776,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116473195&partnerID=40&md5=47718f54827d22bfca1189b146f0de0b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85116473195
"Fayyazishishavan, E., Depren, S.K.","57222734427; 57222731479","Inference of stress-strength reliability for two-parameter of exponentiated Gumbel distribution based on lower record values",2021,"PLoS ONE",16,"4 April", e0249028,,,,,10.1371/journal.pone.0249028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103907110&partnerID=40&md5=b924b31b642fd1b8b12088938a2c621b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85103907110
"Fatichi, S., Ivanov, V.Y., Caporali, E.","35203227000; 55351503200; 57022108100","Investigating interannual variability of precipitation at the global scale: Is there a connection with seasonality?",2012,"Journal of Climate",25,"16",,5512,5523,,57,10.1175/JCLI-D-11-00356.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865713227&partnerID=40&md5=7e318840fad571935841b79cb1c2cbf8",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84865713227
"Fathipour-Azar, H.","56465959300","Machine learning-assisted distinct element model calibration: ANFIS, SVM, GPR, and MARS approaches",2021,"Acta Geotechnica",,"",,,,,1,10.1007/s11440-021-01303-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111934343&partnerID=40&md5=7d087f2a7bf301ca77e06513bdf789d9",Article,Article in Press,"",Scopus,2-s2.0-85111934343
"Fast, C.D., Flesher, M.M., Nocera, N.A., Fanselow, M.S., Blaisdell, A.P.","36666218800; 55534324100; 55353778100; 7006004781; 6602486205","Learning history and cholinergic modulation in the dorsal hippocampus are necessary for rats to infer the status of a hidden event",2016,"Hippocampus",26,"6",,804,815,,4,10.1002/hipo.22564,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955110787&partnerID=40&md5=02b129e46cffc7b86a4d11a1c3f02cbc",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84955110787
"Fasesan, O., Awolusi, F., Heinze, L.R.","12776395400; 55336764900; 6701853791","Analysis of errors in historical use of archie's parameters",2007,"Journal of Canadian Petroleum Technology",46,"6",,57,61,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249861238&partnerID=40&md5=2449e2d3e714b9e46165c09ef7354331",Conference Paper,Final,"",Scopus,2-s2.0-34249861238
"Farrugia, C.J., Popecki, M., Möbius, E., Jordanova, V.K., Desai, M.I., Fitzenreiter, R.J., Ogilvie, K.W., Matsui, H., Lepri, S., Zurbuchen, T., Mason, G.M., Lawrence, G.R., Burlaga, L.F., Lepping, R.P., Dwyer, J.R., McComas, D.","7003473546; 6602175616; 8044513700; 8884534800; 7201841181; 6602127705; 7006185697; 35407946100; 8420954000; 35594315000; 7202151521; 12770210800; 7003733068; 7005813505; 7401890009; 7006360125","Wind and ACE observations during the great flow of 1-4 May 1998: Relation to solar activity and implications for the magnetosphere",2002,"Journal of Geophysical Research: Space Physics",107,"A9", 1240,,,,25,10.1029/2001JA000188,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750028047&partnerID=40&md5=d214861240ab91e711da287ab46f29f7",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-33750028047
